"Sichinava_n" "Sichinava_p" "Voloshin_n" "Voloshin_p"
"персонаж" 0.0423908435777872 0 0.0387296669248644 0
"персонажами" 0 0 0.0774593338497289 0
"песен" 0 0 0.0774593338497289 0
"пещеры" 0 0.0803535556448373 0 0
"писал" 0.0423908435777872 0 0.0387296669248644 0
"писателя" 0 0.0401767778224186 0.0387296669248644 0
"плана" 0 0.0401767778224186 0.0387296669248644 0
"планете" 0.0847816871555744 0 0 0
"планов" 0 0.0401767778224186 0.0387296669248644 0
"плохих" 0 0 0.0387296669248644 0.0434782608695652
"повествования" 0.0423908435777872 0.0401767778224186 0 0
"повстанцев" 0.0847816871555744 0 0 0
"поговорить" 0 0.0401767778224186 0 0.0434782608695652
"подобные" 0 0 0 0.0869565217391304
"позволяет" 0 0 0.0387296669248644 0.0434782608695652
"показывает" 0.0423908435777872 0 0.0387296669248644 0
"поклонники" 0 0 0.0774593338497289 0
"поклонников" 0 0 0.0387296669248644 0.0434782608695652
"поколения" 0 0.0401767778224186 0 0.0434782608695652
"положение" 0.0423908435777872 0 0 0.0434782608695652
"получает" 0 0 0.0387296669248644 0.0434782608695652
"получается" 0.0423908435777872 0 0 0.0434782608695652
"получилось" 0.0423908435777872 0 0.0387296669248644 0
"пользу" 0.0847816871555744 0 0 0
"помогает" 0 0 0.0774593338497289 0
"помощью" 0 0 0.0774593338497289 0
"понравиться" 0 0 0.0774593338497289 0
"попали" 0 0.0401767778224186 0.0387296669248644 0
"посох" 0.0847816871555744 0 0 0
"поставлены" 0 0 0.0774593338497289 0
"постановщик" 0 0 0 0.0869565217391304
"посыл" 0 0 0.0387296669248644 0.0434782608695652
"правительства" 0.0847816871555744 0 0 0
"правительство" 0.0423908435777872 0 0 0.0434782608695652
"превратился" 0.0423908435777872 0.0401767778224186 0 0
"превратить" 0 0 0 0.0869565217391304
"представители" 0 0 0.0774593338497289 0
"представлены" 0 0 0 0.0869565217391304
"представляет" 0.0423908435777872 0 0.0387296669248644 0
"предыдущих" 0.0847816871555744 0 0 0
"прерывается" 0 0.0401767778224186 0 0.0434782608695652
"преследование" 0 0 0 0.0869565217391304
"привлекает" 0.0423908435777872 0.0401767778224186 0 0
"приезжает" 0 0 0.0387296669248644 0.0434782608695652
"призраки" 0 0.0401767778224186 0.0387296669248644 0
"приятной" 0 0 0.0774593338497289 0
"проблемы" 0.0423908435777872 0 0.0387296669248644 0
"продолжает" 0 0 0.0387296669248644 0.0434782608695652
"продуктивно" 0 0 0.0387296669248644 0.0434782608695652
"проект" 0 0 0.0387296669248644 0.0434782608695652
"происхождения" 0 0.0401767778224186 0 0.0434782608695652
"просмотра" 0.0423908435777872 0.0401767778224186 0 0
"просмотру" 0.0423908435777872 0 0.0387296669248644 0
"простой" 0.0423908435777872 0 0 0.0434782608695652
"пространство" 0.0423908435777872 0 0 0.0434782608695652
"против" 0 0.0401767778224186 0 0.0434782608695652
"протяжении" 0.0423908435777872 0.0401767778224186 0 0
"проходит" 0 0 0 0.0869565217391304
"прошедших" 0.0847816871555744 0 0 0
"прошлого" 0 0.0401767778224186 0.0387296669248644 0
"прямом" 0 0 0 0.0869565217391304
"пусть" 0.0423908435777872 0.0401767778224186 0 0
"пытаются" 0.0423908435777872 0 0 0.0434782608695652
"пытки" 0 0 0 0.0869565217391304
"пять" 0.0847816871555744 0 0 0
"работа" 0 0.0803535556448373 0 0
"работает" 0.0423908435777872 0 0.0387296669248644 0
"работал" 0 0.0803535556448373 0 0
"работе" 0.0423908435777872 0 0.0387296669248644 0
"развязка" 0 0 0.0774593338497289 0
"разговоры" 0 0.0803535556448373 0 0
"разные" 0 0 0.0387296669248644 0.0434782608695652
"райан" 0 0 0.0774593338497289 0
"ранчо" 0 0 0.0774593338497289 0
"раскрывается" 0 0 0 0.0869565217391304
"раскрытие" 0 0.0803535556448373 0 0
"рассказывает" 0.0423908435777872 0.0401767778224186 0 0
"реальных" 0 0.0803535556448373 0 0
"революционеры" 0.0847816871555744 0 0 0
"режиссёра" 0 0 0.0774593338497289 0
"религиозные" 0 0 0 0.0869565217391304
"рене" 0 0.0803535556448373 0 0
"решение" 0 0 0.0387296669248644 0.0434782608695652
"рик" 0 0.0803535556448373 0 0
"родителей" 0 0 0.0387296669248644 0.0434782608695652
"родители" 0 0.0401767778224186 0 0.0434782608695652
"родной" 0.0847816871555744 0 0 0
"рождения" 0 0.0803535556448373 0 0
"рокки" 0 0 0.0774593338497289 0
"роль" 0 0.0401767778224186 0 0.0434782608695652
"романах" 0 0.0803535556448373 0 0
"романе" 0 0.0401767778224186 0.0387296669248644 0
"романы" 0 0.0401767778224186 0.0387296669248644 0
"ромером" 0 0.0803535556448373 0 0
"рон" 0 0.0803535556448373 0 0
"российском" 0 0.0401767778224186 0 0.0434782608695652
"ротом" 0 0.0803535556448373 0 0
"рэй" 0 0 0 0.0869565217391304
"саги" 0.0847816871555744 0 0 0
"салех" 0 0 0 0.0869565217391304
"самым" 0.0847816871555744 0 0 0
"самыми" 0.0423908435777872 0 0 0.0434782608695652
"сатира" 0 0.0401767778224186 0.0387296669248644 0
"саундтреком" 0 0 0.0774593338497289 0
"сбежать" 0 0.0803535556448373 0 0
"свадьбы" 0 0 0 0.0869565217391304
"сверхспособностями" 0 0 0.0774593338497289 0
"свои" 0 0.0803535556448373 0 0
"своими" 0.0423908435777872 0.0401767778224186 0 0
"связана" 0.0423908435777872 0.0401767778224186 0 0
"сделал" 0.0423908435777872 0.0401767778224186 0 0
"сейчас" 0 0 0.0387296669248644 0.0434782608695652
"секс" 0 0.0803535556448373 0 0
"сериалы" 0.0423908435777872 0.0401767778224186 0 0
"серии" 0.0423908435777872 0 0.0387296669248644 0
"сестер" 0.0847816871555744 0 0 0
"скотт" 0.0847816871555744 0 0 0
"скотта" 0.0847816871555744 0 0 0
"скуку" 0.0847816871555744 0 0 0
"следующие" 0.0423908435777872 0 0 0.0434782608695652
"следующий" 0.0423908435777872 0 0 0.0434782608695652
"слова" 0 0.0803535556448373 0 0
"слово" 0 0.0401767778224186 0.0387296669248644 0
"случайно" 0 0 0.0387296669248644 0.0434782608695652
"смерть" 0.0423908435777872 0 0 0.0434782608695652
"сми" 0 0.0803535556448373 0 0
"смог" 0.0423908435777872 0 0.0387296669248644 0
"сняла" 0.0423908435777872 0 0 0.0434782608695652
"снят" 0 0.0401767778224186 0.0387296669248644 0
"снятый" 0 0 0.0387296669248644 0.0434782608695652
"соавторстве" 0 0.0401767778224186 0 0.0434782608695652
"собирает" 0.0423908435777872 0 0.0387296669248644 0
"событий" 0 0 0.0387296669248644 0.0434782608695652
"событиях" 0 0.0803535556448373 0 0
"совершает" 0 0 0.0387296669248644 0.0434782608695652
"сожалению" 0.0423908435777872 0 0 0.0434782608695652
"создаётся" 0 0 0.0774593338497289 0
"создал" 0 0 0.0774593338497289 0
"создатели" 0 0 0.0774593338497289 0
"создать" 0 0 0.0387296669248644 0.0434782608695652
"солидный" 0 0 0.0774593338497289 0
"сон" 0 0 0 0.0869565217391304
"состояла" 0.0847816871555744 0 0 0
"социальной" 0 0.0803535556448373 0 0
"спасают" 0 0 0.0774593338497289 0
"спасение" 0 0.0803535556448373 0 0
"спасению" 0.0423908435777872 0.0401767778224186 0 0
"спасения" 0 0.0803535556448373 0 0
"сразу" 0.0423908435777872 0.0401767778224186 0 0
"срез" 0 0.0803535556448373 0 0
"стали" 0.0423908435777872 0 0.0387296669248644 0
"сталкиваются" 0 0.0401767778224186 0 0.0434782608695652
"становятся" 0 0.0401767778224186 0 0.0434782608695652
"стеклов" 0 0 0 0.0869565217391304
"стилю" 0 0.0803535556448373 0 0
"стран" 0 0.0803535556448373 0 0
"странно" 0 0.0803535556448373 0 0
"строго" 0.0423908435777872 0.0401767778224186 0 0
"студенткой" 0 0.0803535556448373 0 0
"стэнтон" 0 0.0803535556448373 0 0
"сук" 0 0 0 0.0869565217391304
"суровых" 0.0423908435777872 0 0 0.0434782608695652
"сути" 0.0423908435777872 0.0401767778224186 0 0
"сходства" 0 0.0803535556448373 0 0
"сцена" 0 0 0.0387296669248644 0.0434782608695652
"сценах" 0 0 0.0387296669248644 0.0434782608695652
"сцене" 0 0 0.0774593338497289 0
"сцену" 0 0.0401767778224186 0 0.0434782608695652
"сша" 0.0847816871555744 0 0 0
"сына" 0 0 0 0.0869565217391304
"также" 0 0 0.0774593338497289 0
"такого" 0 0 0.0387296669248644 0.0434782608695652
"таносом" 0.0847816871555744 0 0 0
"те" 0 0 0.0774593338497289 0
"тебе" 0 0 0 0.0869565217391304
"тело" 0.0423908435777872 0.0401767778224186 0 0
"темы" 0 0.0401767778224186 0 0.0434782608695652
"теряется" 0 0 0.0387296669248644 0.0434782608695652
"тех" 0 0.0401767778224186 0 0.0434782608695652
"типичные" 0.0423908435777872 0 0 0.0434782608695652
"титры" 0 0.0401767778224186 0.0387296669248644 0
"тогда" 0 0.0401767778224186 0.0387296669248644 0
"тоже" 0 0.0401767778224186 0 0.0434782608695652
"тот" 0 0 0 0.0869565217391304
"травмами" 0.0423908435777872 0.0401767778224186 0 0
"требует" 0 0.0401767778224186 0.0387296669248644 0
"тренер" 0 0 0 0.0869565217391304
"тренера" 0 0.0803535556448373 0 0
"третьей" 0 0 0.0387296669248644 0.0434782608695652
"трёх" 0 0 0.0774593338497289 0
"триллера" 0 0 0 0.0869565217391304
"тропу" 0 0 0.0774593338497289 0
"трудом" 0.0423908435777872 0.0401767778224186 0 0
"тут" 0.0423908435777872 0 0 0.0434782608695652
"убийца" 0 0 0.0387296669248644 0.0434782608695652
"убитого" 0.0423908435777872 0 0 0.0434782608695652
"увлекается" 0 0 0 0.0869565217391304
"удалось" 0 0.0803535556448373 0 0
"удовольствие" 0 0 0.0387296669248644 0.0434782608695652
"удовольствием" 0 0 0.0387296669248644 0.0434782608695652
"ужасное" 0 0 0 0.0869565217391304
"узок" 0 0.0803535556448373 0 0
"уинтерботтом" 0 0 0.0774593338497289 0
"уинтерботтома" 0 0 0.0774593338497289 0
"уйти" 0 0 0.0387296669248644 0.0434782608695652
"умеет" 0 0.0401767778224186 0.0387296669248644 0
"уничтожает" 0 0 0.0774593338497289 0
"урезана" 0 0 0.0774593338497289 0
"уровне" 0 0 0.0387296669248644 0.0434782608695652
"усиливает" 0.0423908435777872 0.0401767778224186 0 0
"успеет" 0 0 0 0.0869565217391304
"успех" 0.0847816871555744 0 0 0
"устраивают" 0.0423908435777872 0.0401767778224186 0 0
"уходить" 0 0 0.0774593338497289 0
"фазы" 0.0847816871555744 0 0 0
"фантастический" 0 0 0.0774593338497289 0
"фарс" 0 0.0401767778224186 0 0.0434782608695652
"феи" 0 0 0.0774593338497289 0
"филипом" 0 0.0803535556448373 0 0
"фильмографии" 0 0 0.0774593338497289 0
"фильму" 0.0847816871555744 0 0 0
"фильмы" 0 0.0401767778224186 0.0387296669248644 0
"франшизу" 0 0 0.0774593338497289 0
"фредди" 0.0847816871555744 0 0 0
"хилтон" 0 0 0 0.0869565217391304
"ховард" 0 0.0803535556448373 0 0
"хоррор" 0 0 0.0774593338497289 0
"хорроров" 0 0 0.0774593338497289 0
"хотел" 0 0.0401767778224186 0.0387296669248644 0
"хоть" 0.0423908435777872 0.0401767778224186 0 0
"хотят" 0.0423908435777872 0 0 0.0434782608695652
"хэнка" 0.0847816871555744 0 0 0
"целой" 0.0423908435777872 0 0.0387296669248644 0
"целые" 0.0423908435777872 0 0 0.0434782608695652
"ценности" 0 0 0.0387296669248644 0.0434782608695652
"центре" 0 0.0401767778224186 0 0.0434782608695652
"цру" 0.0847816871555744 0 0 0
"часто" 0 0 0.0387296669248644 0.0434782608695652
"частый" 0 0 0.0387296669248644 0.0434782608695652
"частью" 0 0 0.0387296669248644 0.0434782608695652
"чаще" 0.0423908435777872 0 0 0.0434782608695652
"человек" 0.0423908435777872 0 0.0387296669248644 0
"человеке" 0.0423908435777872 0 0 0.0434782608695652
"черты" 0.0423908435777872 0 0 0.0434782608695652
"честь" 0 0 0.0387296669248644 0.0434782608695652
"четвёртая" 0 0 0.0774593338497289 0
"четверти" 0 0 0.0387296669248644 0.0434782608695652
"четвертой" 0.0847816871555744 0 0 0
"числе" 0 0.0401767778224186 0 0.0434782608695652
"чрезвычайная" 0 0 0 0.0869565217391304
"чуть" 0 0 0.0774593338497289 0
"шоу" 0.0423908435777872 0.0401767778224186 0 0
"щи" 0 0 0 0.0869565217391304
"экранизация" 0 0.0401767778224186 0.0387296669248644 0
"экранизировать" 0 0.0803535556448373 0 0
"эксперимента" 0 0 0.0774593338497289 0
"эксперименты" 0 0.0401767778224186 0.0387296669248644 0
"экшеном" 0 0 0.0387296669248644 0.0434782608695652
"эфрон" 0 0 0.0774593338497289 0
"эффектно" 0 0 0.0387296669248644 0.0434782608695652
"юная" 0 0 0.0774593338497289 0
"является" 0 0.0401767778224186 0.0387296669248644 0
"язык" 0 0.0803535556448373 0 0
"янси" 0 0 0 0.0869565217391304
"яркий" 0 0 0.0387296669248644 0.0434782608695652
"ярости" 0.0847816871555744 0 0 0
"a" 0 0 0 0.0434782608695652
"aaa" 0 0 0 0.0434782608695652
"almost" 0 0 0 0.0434782608695652
"amediateka" 0 0.0401767778224186 0 0
"b" 0.0423908435777872 0 0 0
"cgi" 0.0423908435777872 0 0 0
"dc" 0.0423908435777872 0 0 0
"diversity" 0.0423908435777872 0 0 0
"dream" 0 0 0.0387296669248644 0
"emo" 0.0423908435777872 0 0 0
"etc" 0 0.0401767778224186 0 0
"greedy" 0 0 0.0387296669248644 0
"guy" 0 0.0401767778224186 0 0
"hbo" 0 0.0401767778224186 0 0
"high" 0 0.0401767778224186 0 0
"in" 0 0.0401767778224186 0 0
"k" 0 0 0 0.0434782608695652
"normal" 0 0 0 0.0434782608695652
"npc" 0 0 0.0387296669248644 0
"playboy" 0.0423908435777872 0 0 0
"pop" 0 0 0 0.0434782608695652
"rolling" 0.0423908435777872 0 0 0
"rpg" 0 0 0.0387296669248644 0
"society" 0 0.0401767778224186 0 0
"stone" 0.0423908435777872 0 0 0
"summa" 0 0.0401767778224186 0 0
"talks" 0.0423908435777872 0 0 0
"tangerine" 0 0 0.0387296669248644 0
"ted" 0.0423908435777872 0 0 0
"the" 0.0423908435777872 0 0 0
"topshop" 0 0 0.0387296669248644 0
"tromperie" 0 0.0401767778224186 0 0
"unfamiliar" 0 0 0 0.0434782608695652
"vhs" 0 0 0 0.0434782608695652
"vice" 0 0 0.0387296669248644 0
"village" 0.0423908435777872 0 0 0
"voice" 0.0423908435777872 0 0 0
"xxi" 0 0.0401767778224186 0 0
"ze" 0 0 0 0.0434782608695652
"абрахам" 0 0.0401767778224186 0 0
"абсолютным" 0.0423908435777872 0 0 0
"авиалайнере" 0 0 0 0.0434782608695652
"автогонки" 0 0 0 0.0434782608695652
"авторами" 0 0.0401767778224186 0 0
"авторов" 0 0 0.0387296669248644 0
"авторского" 0 0.0401767778224186 0 0
"авторской" 0.0423908435777872 0 0 0
"автоспортом" 0 0 0 0.0434782608695652
"агалакова" 0 0 0.0387296669248644 0
"адаптировать" 0 0 0.0387296669248644 0
"адриа" 0.0423908435777872 0 0 0
"азиатский" 0 0 0 0.0434782608695652
"акваланга" 0 0.0401767778224186 0 0
"аккуратно" 0 0.0401767778224186 0 0
"акопов" 0 0.0401767778224186 0 0
"акопова" 0 0.0401767778224186 0 0
"акоповым" 0 0.0401767778224186 0 0
"акселерата" 0 0 0 0.0434782608695652
"акте" 0 0 0 0.0434782608695652
"актер" 0 0.0401767778224186 0 0
"актеров" 0 0 0 0.0434782608695652
"актерский" 0.0423908435777872 0 0 0
"актеры" 0 0.0401767778224186 0 0
"актуальными" 0 0 0 0.0434782608695652
"акцент" 0 0.0401767778224186 0 0
"акцентов" 0 0.0401767778224186 0 0
"алби" 0 0.0401767778224186 0 0
"алекс" 0 0.0401767778224186 0 0
"аленом" 0 0.0401767778224186 0 0
"алик" 0 0.0401767778224186 0 0
"аликом" 0 0.0401767778224186 0 0
"аллюзию" 0 0.0401767778224186 0 0
"алчного" 0 0 0.0387296669248644 0
"альтер" 0.0423908435777872 0 0 0
"альфа" 0 0.0401767778224186 0 0
"амазонки" 0.0423908435777872 0 0 0
"амбиций" 0 0 0 0.0434782608695652
"амбициозная" 0 0 0 0.0434782608695652
"амбициозное" 0 0 0 0.0434782608695652
"американка" 0.0423908435777872 0 0 0
"американская" 0 0 0.0387296669248644 0
"американский" 0 0.0401767778224186 0 0
"американским" 0 0 0 0.0434782608695652
"американских" 0 0.0401767778224186 0 0
"американского" 0 0 0 0.0434782608695652
"американской" 0.0423908435777872 0 0 0
"американцах" 0 0.0401767778224186 0 0
"америку" 0 0 0 0.0434782608695652
"амитивилля" 0 0 0.0387296669248644 0
"амплуа" 0 0 0.0387296669248644 0
"амуниция" 0 0 0 0.0434782608695652
"аналогию" 0 0 0.0387296669248644 0
"английский" 0 0.0401767778224186 0 0
"английских" 0 0.0401767778224186 0 0
"ане" 0 0 0.0387296669248644 0
"анимация" 0 0 0.0387296669248644 0
"аниме" 0 0 0.0387296669248644 0
"анри" 0 0.0401767778224186 0 0
"антагониста" 0.0423908435777872 0 0 0
"антагонистов" 0.0423908435777872 0 0 0
"антея" 0.0423908435777872 0 0 0
"антиклерикальной" 0 0 0 0.0434782608695652
"антиколониальном" 0.0423908435777872 0 0 0
"антисемитизма" 0 0.0401767778224186 0 0
"антиутопия" 0 0 0.0387296669248644 0
"антона" 0 0 0.0387296669248644 0
"антрополог" 0 0 0 0.0434782608695652
"анук" 0 0.0401767778224186 0 0
"апофеозом" 0 0 0 0.0434782608695652
"апроприации" 0 0 0 0.0434782608695652
"аренду" 0 0 0 0.0434782608695652
"арка" 0.0423908435777872 0 0 0
"арки" 0.0423908435777872 0 0 0
"армии" 0.0423908435777872 0 0 0
"артёма" 0 0 0 0.0434782608695652
"артефакты" 0.0423908435777872 0 0 0
"артимия" 0 0 0 0.0434782608695652
"артистов" 0 0 0.0387296669248644 0
"архизлодеем" 0.0423908435777872 0 0 0
"архона" 0.0423908435777872 0 0 0
"аскетично" 0 0.0401767778224186 0 0
"ассоциативному" 0 0.0401767778224186 0 0
"ассоциировать" 0 0.0401767778224186 0 0
"атмосферу" 0 0 0 0.0434782608695652
"аттенборо" 0 0.0401767778224186 0 0
"аттракцион" 0 0 0 0.0434782608695652
"афганистан" 0 0 0 0.0434782608695652
"африке" 0 0.0401767778224186 0 0
"ашер" 0.0423908435777872 0 0 0
"аэропорт" 0 0 0 0.0434782608695652
"багров" 0 0.0401767778224186 0 0
"базовую" 0 0 0 0.0434782608695652
"базовый" 0 0 0 0.0434782608695652
"баланс" 0 0 0.0387296669248644 0
"балерину" 0 0.0401767778224186 0 0
"балин" 0.0423908435777872 0 0 0
"балканах" 0 0 0 0.0434782608695652
"балканским" 0 0 0 0.0434782608695652
"банды" 0.0423908435777872 0 0 0
"барочному" 0 0.0401767778224186 0 0
"бархом" 0 0 0 0.0434782608695652
"беатрис" 0 0.0401767778224186 0 0
"бегах" 0 0 0.0387296669248644 0
"бегают" 0.0423908435777872 0 0 0
"бегающий" 0.0423908435777872 0 0 0
"беда" 0 0 0.0387296669248644 0
"беде" 0 0 0 0.0434782608695652
"бедные" 0 0 0.0387296669248644 0
"бедой" 0 0 0 0.0434782608695652
"бедокурящих" 0 0 0.0387296669248644 0
"бежать" 0.0423908435777872 0 0 0
"безвестности" 0.0423908435777872 0 0 0
"бездействует" 0.0423908435777872 0 0 0
"бездушный" 0 0 0 0.0434782608695652
"безлики" 0.0423908435777872 0 0 0
"безопасности" 0 0 0 0.0434782608695652
"безрадостно" 0.0423908435777872 0 0 0
"безрассудная" 0 0.0401767778224186 0 0
"безумными" 0 0 0.0387296669248644 0
"бейрутом" 0 0 0.0387296669248644 0
"белкой" 0 0 0.0387296669248644 0
"бело" 0 0 0.0387296669248644 0
"белом" 0 0.0401767778224186 0 0
"бен" 0.0423908435777872 0 0 0
"бензопилой" 0 0 0.0387296669248644 0
"берёт" 0 0 0 0.0434782608695652
"берлине" 0 0 0.0387296669248644 0
"берлинская" 0 0 0.0387296669248644 0
"берлинский" 0 0 0.0387296669248644 0
"берримор" 0 0 0.0387296669248644 0
"берт" 0 0.0401767778224186 0 0
"бесит" 0 0 0.0387296669248644 0
"бескомпромиссную" 0 0 0 0.0434782608695652
"бескомпромиссных" 0 0 0 0.0434782608695652
"бескорыстно" 0 0.0401767778224186 0 0
"бескорыстного" 0 0 0 0.0434782608695652
"бесплатным" 0.0423908435777872 0 0 0
"бесславно" 0.0423908435777872 0 0 0
"бесславной" 0.0423908435777872 0 0 0
"бессобытийных" 0 0.0401767778224186 0 0
"бестолково" 0.0423908435777872 0 0 0
"бесхарактерностью" 0.0423908435777872 0 0 0
"бесчестье" 0.0423908435777872 0 0 0
"бизнес" 0 0.0401767778224186 0 0
"биограф" 0 0 0.0387296669248644 0
"биографию" 0.0423908435777872 0 0 0
"биография" 0.0423908435777872 0 0 0
"биологической" 0 0.0401767778224186 0 0
"битвы" 0.0423908435777872 0 0 0
"благодетеля" 0 0.0401767778224186 0 0
"благой" 0.0423908435777872 0 0 0
"благополучно" 0 0.0401767778224186 0 0
"благородного" 0 0 0 0.0434782608695652
"блестящая" 0.0423908435777872 0 0 0
"ближнего" 0 0 0 0.0434782608695652
"близ" 0 0.0401767778224186 0 0
"близкие" 0 0.0401767778224186 0 0
"близких" 0 0 0 0.0434782608695652
"близости" 0 0 0.0387296669248644 0
"блокнот" 0 0.0401767778224186 0 0
"блэкли" 0 0 0.0387296669248644 0
"бо" 0 0 0 0.0434782608695652
"бога" 0 0 0 0.0434782608695652
"богат" 0.0423908435777872 0 0 0
"богатого" 0 0 0 0.0434782608695652
"богемы" 0 0.0401767778224186 0 0
"богине" 0 0.0401767778224186 0 0
"боевиков" 0 0 0 0.0434782608695652
"боевой" 0 0 0 0.0434782608695652
"боевые" 0 0 0 0.0434782608695652
"боже" 0 0.0401767778224186 0 0
"бои" 0 0 0.0387296669248644 0
"боится" 0 0.0401767778224186 0 0
"бойко" 0 0.0401767778224186 0 0
"болезни" 0 0 0 0.0434782608695652
"болтливое" 0.0423908435777872 0 0 0
"болтовней" 0.0423908435777872 0 0 0
"больной" 0 0 0.0387296669248644 0
"большей" 0 0 0.0387296669248644 0
"большие" 0 0 0 0.0434782608695652
"большинстве" 0 0.0401767778224186 0 0
"большое" 0 0 0.0387296669248644 0
"большому" 0 0.0401767778224186 0 0
"борис" 0 0.0401767778224186 0 0
"бориса" 0 0.0401767778224186 0 0
"борисоакоповской" 0 0.0401767778224186 0 0
"бороться" 0.0423908435777872 0 0 0
"борьбе" 0 0 0 0.0434782608695652
"борьбу" 0 0 0 0.0434782608695652
"борются" 0.0423908435777872 0 0 0
"борющейся" 0 0.0401767778224186 0 0
"боулу" 0.0423908435777872 0 0 0
"боя" 0 0 0.0387296669248644 0
"браку" 0 0.0401767778224186 0 0
"брата" 0 0 0 0.0434782608695652
"бремя" 0.0423908435777872 0 0 0
"британски" 0 0 0.0387296669248644 0
"британскому" 0 0 0.0387296669248644 0
"брутально" 0 0 0.0387296669248644 0
"брутальный" 0 0 0.0387296669248644 0
"брюхом" 0 0.0401767778224186 0 0
"будущем" 0 0.0401767778224186 0 0
"бунт" 0.0423908435777872 0 0 0
"бури" 0.0423908435777872 0 0 0
"буркот" 0 0 0 0.0434782608695652
"буслова" 0 0.0401767778224186 0 0
"бутиков" 0 0 0.0387296669248644 0
"бывали" 0 0 0 0.0434782608695652
"бывают" 0 0 0 0.0434782608695652
"бывшая" 0 0.0401767778224186 0 0
"бывшего" 0.0423908435777872 0 0 0
"бывшую" 0 0 0 0.0434782608695652
"быстродействующего" 0 0 0 0.0434782608695652
"быстрые" 0 0 0 0.0434782608695652
"быта" 0 0 0 0.0434782608695652
"бьющее" 0.0423908435777872 0 0 0
"бэтсона" 0.0423908435777872 0 0 0
"бюджет" 0 0 0.0387296669248644 0
"бюрократию" 0 0 0 0.0434782608695652
"важном" 0 0 0 0.0434782608695652
"важности" 0 0 0.0387296669248644 0
"важный" 0 0 0 0.0434782608695652
"варианта" 0 0 0 0.0434782608695652
"вариациями" 0.0423908435777872 0 0 0
"ватсон" 0 0 0 0.0434782608695652
"вводит" 0 0 0 0.0434782608695652
"вдова" 0.0423908435777872 0 0 0
"вдохновила" 0.0423908435777872 0 0 0
"вдохновлен" 0 0.0401767778224186 0 0
"вдруг" 0 0.0401767778224186 0 0
"веб" 0 0 0.0387296669248644 0
"ведения" 0 0 0.0387296669248644 0
"ведовской" 0 0 0 0.0434782608695652
"ведром" 0 0 0 0.0434782608695652
"ведут" 0 0 0 0.0434782608695652
"ведущую" 0 0.0401767778224186 0 0
"вежливого" 0 0.0401767778224186 0 0
"везде" 0 0 0.0387296669248644 0
"века" 0 0.0401767778224186 0 0
"вел" 0.0423908435777872 0 0 0
"велик" 0 0 0.0387296669248644 0
"великое" 0 0 0.0387296669248644 0
"венесуэлы" 0.0423908435777872 0 0 0
"веревки" 0 0.0401767778224186 0 0
"веревку" 0 0.0401767778224186 0 0
"верит" 0 0.0401767778224186 0 0
"вернувшаяся" 0 0.0401767778224186 0 0
"вернувшемся" 0 0 0 0.0434782608695652
"вернулась" 0 0 0 0.0434782608695652
"вернулся" 0 0 0.0387296669248644 0
"вероятная" 0.0423908435777872 0 0 0
"вероятно" 0.0423908435777872 0 0 0
"вероятность" 0 0 0 0.0434782608695652
"версии" 0 0 0.0387296669248644 0
"верящие" 0 0.0401767778224186 0 0
"весны" 0 0 0 0.0434782608695652
"весомый" 0 0 0.0387296669248644 0
"весомых" 0 0 0 0.0434782608695652
"веста" 0 0 0 0.0434782608695652
"весь" 0 0.0401767778224186 0 0
"ветер" 0.0423908435777872 0 0 0
"ветерана" 0 0.0401767778224186 0 0
"ветерка" 0.0423908435777872 0 0 0
"ветерком" 0.0423908435777872 0 0 0
"ветка" 0 0 0.0387296669248644 0
"веткой" 0 0 0.0387296669248644 0
"вечера" 0 0 0 0.0434782608695652
"вечно" 0 0.0401767778224186 0 0
"вешают" 0 0 0 0.0434782608695652
"вещество" 0.0423908435777872 0 0 0
"взаимодействие" 0 0 0 0.0434782608695652
"взаимоотношений" 0 0 0.0387296669248644 0
"взамен" 0 0.0401767778224186 0 0
"взросления" 0 0 0.0387296669248644 0
"взрывается" 0 0.0401767778224186 0 0
"взрываются" 0 0 0.0387296669248644 0
"взрывного" 0 0 0 0.0434782608695652
"взявшая" 0.0423908435777872 0 0 0
"взялись" 0.0423908435777872 0 0 0
"взялся" 0 0.0401767778224186 0 0
"виго" 0 0.0401767778224186 0 0
"видео" 0 0 0.0387296669248644 0
"видеоигры" 0 0 0.0387296669248644 0
"видеть" 0 0 0 0.0434782608695652
"видим" 0 0 0.0387296669248644 0
"видимых" 0 0.0401767778224186 0 0
"видна" 0 0 0.0387296669248644 0
"визуальную" 0 0 0.0387296669248644 0
"виктория" 0 0 0.0387296669248644 0
"винит" 0 0 0.0387296669248644 0
"виноват" 0 0 0.0387296669248644 0
"виной" 0 0 0.0387296669248644 0
"виртуального" 0.0423908435777872 0 0 0
"вклад" 0 0 0.0387296669248644 0
"включенность" 0 0 0.0387296669248644 0
"владелец" 0 0 0.0387296669248644 0
"владычица" 0.0423908435777872 0 0 0
"влечения" 0 0.0401767778224186 0 0
"вне" 0 0.0401767778224186 0 0
"внебрачные" 0 0.0401767778224186 0 0
"вневременном" 0 0 0 0.0434782608695652
"внешний" 0.0423908435777872 0 0 0
"внешностью" 0 0 0.0387296669248644 0
"внимательный" 0 0.0401767778224186 0 0
"вновь" 0 0.0401767778224186 0 0
"внук" 0 0.0401767778224186 0 0
"внука" 0 0 0 0.0434782608695652
"внутренний" 0.0423908435777872 0 0 0
"внутренним" 0 0.0401767778224186 0 0
