"Goverdovski_n" "Goverdovski_p" "Sichinava_n" "Sichinava_p" "Voloshin_n" "Voloshin_p"
"дэвис" 0 0.0998003992015968 0 0 0 0
"евгений" 0 0 0 0 0.0387296669248644 0.0434782608695652
"европу" 0.0447427293064877 0 0 0.0401767778224186 0 0
"егор" 0 0 0 0 0 0.0869565217391304
"единственной" 0 0.0499001996007984 0 0.0401767778224186 0 0
"елена" 0.0447427293064877 0 0 0 0.0387296669248644 0
"елену" 0.0894854586129754 0 0 0 0 0
"енот" 0 0 0 0 0.0774593338497289 0
"ефремова" 0 0.0998003992015968 0 0 0 0
"ещё" 0 0 0 0 0.0774593338497289 0
"ж" 0 0.0499001996007984 0 0 0.0387296669248644 0
"жанр" 0.0447427293064877 0 0.0423908435777872 0 0 0
"жанре" 0 0.0499001996007984 0 0 0.0387296669248644 0
"жанровый" 0 0 0 0 0 0.0869565217391304
"жанровым" 0.0447427293064877 0 0 0 0.0387296669248644 0
"желание" 0.0447427293064877 0 0 0 0.0387296669248644 0
"желании" 0.0447427293064877 0 0 0.0401767778224186 0 0
"женами" 0 0.0499001996007984 0 0.0401767778224186 0 0
"женой" 0 0 0 0.0803535556448373 0 0
"женщина" 0.0447427293064877 0 0 0.0401767778224186 0 0
"женщинами" 0.0447427293064877 0 0 0.0401767778224186 0 0
"женщину" 0.0894854586129754 0 0 0 0 0
"жены" 0 0.0499001996007984 0 0.0401767778224186 0 0
"жертвами" 0 0 0 0.0401767778224186 0.0387296669248644 0
"жертвой" 0 0 0.0423908435777872 0 0.0387296669248644 0
"жить" 0.0447427293064877 0 0 0 0.0387296669248644 0
"зак" 0 0 0 0 0.0774593338497289 0
"заключается" 0 0 0 0.0401767778224186 0.0387296669248644 0
"звездным" 0 0 0.0847816871555744 0 0 0
"земля" 0 0 0 0 0.0774593338497289 0
"земляне" 0 0 0 0 0.0774593338497289 0
"злодея" 0 0 0 0 0.0774593338497289 0
"зрители" 0.0894854586129754 0 0 0 0 0
"зрителю" 0 0 0 0.0401767778224186 0 0.0434782608695652
"зубы" 0.0447427293064877 0 0 0 0.0387296669248644 0
"иван" 0.0447427293064877 0 0 0.0401767778224186 0 0
"игрой" 0 0 0 0 0.0387296669248644 0.0434782608695652
"идеалист" 0 0.0998003992015968 0 0 0 0
"идеально" 0 0 0 0 0 0.0869565217391304
"идей" 0 0 0 0 0.0387296669248644 0.0434782608695652
"идею" 0 0 0.0847816871555744 0 0 0
"идея" 0 0 0 0.0803535556448373 0 0
"избыточное" 0 0 0 0 0.0774593338497289 0
"изгоя" 0 0 0.0847816871555744 0 0 0
"изначально" 0 0 0 0.0401767778224186 0 0.0434782608695652
"ильясов" 0 0.0998003992015968 0 0 0 0
"имеет" 0 0 0 0 0 0.0869565217391304
"интеллектуальных" 0 0.0499001996007984 0 0.0401767778224186 0 0
"интригу" 0.0447427293064877 0 0 0.0401767778224186 0 0
"инфекции" 0 0.0998003992015968 0 0 0 0
"искусства" 0 0.0499001996007984 0 0.0401767778224186 0 0
"исмаэля" 0 0 0 0.0803535556448373 0 0
"исполнении" 0.0447427293064877 0 0 0.0401767778224186 0 0
"использовании" 0.0447427293064877 0 0 0 0 0.0434782608695652
"исследование" 0 0 0 0 0 0.0869565217391304
"исторической" 0 0.0499001996007984 0 0 0 0.0434782608695652
"ищет" 0 0 0 0 0.0387296669248644 0.0434782608695652
"каждом" 0.0447427293064877 0 0 0 0.0387296669248644 0
"каждому" 0.0447427293064877 0 0 0 0 0.0434782608695652
"каир" 0 0 0 0 0 0.0869565217391304
"каким" 0.0447427293064877 0 0.0423908435777872 0 0 0
"какую" 0 0 0.0847816871555744 0 0 0
"калмыцкой" 0 0.0998003992015968 0 0 0 0
"кан" 0 0 0 0 0 0.0869565217391304
"капитализма" 0 0 0 0 0.0774593338497289 0
"картин" 0 0 0 0.0401767778224186 0 0.0434782608695652
"картинг" 0 0 0 0 0 0.0869565217391304
"картину" 0 0 0 0 0.0774593338497289 0
"кассиана" 0 0 0.0847816871555744 0 0 0
"квантового" 0 0 0.0847816871555744 0 0 0
"квантомания" 0 0 0.0847816871555744 0 0 0
"киллера" 0 0 0 0 0 0.0869565217391304
"ким" 0 0 0 0 0 0.0869565217391304
"киновселенной" 0 0 0.0847816871555744 0 0 0
"кинопоиска" 0 0.0998003992015968 0 0 0 0
"киноязык" 0 0 0 0 0.0774593338497289 0
"кира" 0 0 0 0 0.0774593338497289 0
"кирсана" 0 0.0998003992015968 0 0 0 0
"клары" 0 0 0 0 0.0774593338497289 0
"клише" 0 0.0998003992015968 0 0 0 0
"клуб" 0.0447427293064877 0 0 0.0401767778224186 0 0
"клуба" 0.0894854586129754 0 0 0 0 0
"ключевых" 0 0.0499001996007984 0 0 0.0387296669248644 0
"коллег" 0 0.0998003992015968 0 0 0 0
"колоритом" 0 0 0 0 0 0.0869565217391304
"колумбии" 0 0 0.0847816871555744 0 0 0
"комплексом" 0 0.0499001996007984 0.0423908435777872 0 0 0
"консервативный" 0.0894854586129754 0 0 0 0 0
"корейский" 0 0 0 0 0 0.0869565217391304
"корейско" 0 0 0 0 0 0.0869565217391304
"коротко" 0 0 0.0847816871555744 0 0 0
"космической" 0 0 0.0423908435777872 0 0.0387296669248644 0
"космобол" 0 0 0 0 0.0774593338497289 0
"которым" 0 0 0.0423908435777872 0.0401767778224186 0 0
"которыми" 0.0447427293064877 0.0499001996007984 0 0 0 0
"кофе" 0 0 0.0847816871555744 0 0 0
"красиво" 0.0447427293064877 0.0499001996007984 0 0 0 0
"критиковать" 0.0447427293064877 0 0 0 0.0387296669248644 0
"кровь" 0 0 0 0 0.0774593338497289 0
"кровью" 0 0 0 0 0.0774593338497289 0
"кувшинова" 0 0 0 0.0803535556448373 0 0
"кульминацией" 0.0447427293064877 0.0499001996007984 0 0 0 0
"кэмерон" 0 0 0 0.0803535556448373 0 0
"лаконичным" 0 0 0.0423908435777872 0.0401767778224186 0 0
"лечить" 0.0447427293064877 0.0499001996007984 0 0 0 0
"линдер" 0 0.0998003992015968 0 0 0 0
"линии" 0 0.0499001996007984 0 0 0.0387296669248644 0
"линий" 0 0.0499001996007984 0 0 0.0387296669248644 0
"линия" 0 0 0.0423908435777872 0.0401767778224186 0 0
"линиями" 0 0.0499001996007984 0 0 0.0387296669248644 0
"личности" 0 0.0499001996007984 0 0 0.0387296669248644 0
"лишена" 0 0 0.0423908435777872 0 0 0.0434782608695652
"локи" 0 0 0.0847816871555744 0 0 0
"лотос" 0 0 0 0.0803535556448373 0 0
"лоулер" 0 0.0998003992015968 0 0 0 0
"лучшее" 0 0.0499001996007984 0 0.0401767778224186 0 0
"лучшие" 0 0 0 0.0401767778224186 0.0387296669248644 0
"любителям" 0 0.0499001996007984 0 0 0 0.0434782608695652
"любовницу" 0 0 0 0.0803535556448373 0 0
"людям" 0 0 0.0423908435777872 0 0 0.0434782608695652
"люси" 0 0.0499001996007984 0.0423908435777872 0 0 0
"м" 0 0.0998003992015968 0 0 0 0
"майка" 0 0 0 0.0803535556448373 0 0
"макензи" 0 0.0998003992015968 0 0 0 0
"максима" 0 0 0 0.0401767778224186 0.0387296669248644 0
"маленьких" 0 0 0 0.0401767778224186 0.0387296669248644 0
"маленькой" 0 0.0499001996007984 0 0 0.0387296669248644 0
"мама" 0 0 0.0847816871555744 0 0 0
"марвел" 0 0 0.0847816871555744 0 0 0
"массовой" 0.0447427293064877 0 0 0 0.0387296669248644 0
"мастерства" 0 0 0 0 0 0.0869565217391304
"матвеевич" 0 0 0 0 0 0.0869565217391304
"матильда" 0 0.0998003992015968 0 0 0 0
"мексиканских" 0 0 0 0 0.0774593338497289 0
"меньшей" 0 0 0.0423908435777872 0.0401767778224186 0 0
"меры" 0 0 0 0 0.0774593338497289 0
"местной" 0 0 0.0423908435777872 0.0401767778224186 0 0
"местных" 0.0447427293064877 0 0.0423908435777872 0 0 0
"метод" 0 0 0 0.0401767778224186 0.0387296669248644 0
"методами" 0.0447427293064877 0 0 0 0 0.0434782608695652
"минус" 0 0 0 0 0.0774593338497289 0
"минут" 0 0 0 0 0 0.0869565217391304
"минуту" 0 0 0 0.0401767778224186 0 0.0434782608695652
"мишель" 0 0 0.0423908435777872 0 0 0.0434782608695652
"многое" 0 0.0998003992015968 0 0 0 0
"множество" 0 0 0.0423908435777872 0 0.0387296669248644 0
"мог" 0 0 0 0.0803535556448373 0 0
"молодая" 0 0 0.0423908435777872 0 0 0.0434782608695652
"москва" 0 0 0 0 0.0774593338497289 0
"москве" 0 0.0499001996007984 0 0 0 0.0434782608695652
"москву" 0.0894854586129754 0 0 0 0 0
"мотивам" 0 0.0998003992015968 0 0 0 0
"мотивации" 0 0 0 0 0.0387296669248644 0.0434782608695652
"муж" 0 0 0.0423908435777872 0 0 0.0434782608695652
"мужа" 0.0447427293064877 0 0 0.0401767778224186 0 0
"мужиков" 0.0894854586129754 0 0 0 0 0
"муравья" 0 0 0.0847816871555744 0 0 0
"набор" 0 0.0499001996007984 0 0 0 0.0434782608695652
"надежды" 0 0 0 0.0803535556448373 0 0
"названием" 0 0 0.0423908435777872 0.0401767778224186 0 0
"назвать" 0 0 0 0 0.0387296669248644 0.0434782608695652
"найдет" 0.0447427293064877 0 0 0 0 0.0434782608695652
"нама" 0 0 0 0 0 0.0869565217391304
"написал" 0 0 0 0 0.0387296669248644 0.0434782608695652
"направлении" 0 0 0.0847816871555744 0 0 0
"напротив" 0.0447427293064877 0.0499001996007984 0 0 0 0
"напряжение" 0 0 0 0.0401767778224186 0.0387296669248644 0
"напряжении" 0 0 0.0423908435777872 0.0401767778224186 0 0
"насилие" 0.0447427293064877 0 0 0 0 0.0434782608695652
"находят" 0 0 0 0.0401767778224186 0.0387296669248644 0
"начиная" 0 0 0 0 0.0774593338497289 0
"нашем" 0.0447427293064877 0 0.0423908435777872 0 0 0
"нашли" 0 0.0499001996007984 0.0423908435777872 0 0 0
"недавно" 0 0 0.0423908435777872 0.0401767778224186 0 0
"недаром" 0 0.0998003992015968 0 0 0 0
"недель" 0 0.0499001996007984 0 0.0401767778224186 0 0
"неделю" 0 0 0 0.0803535556448373 0 0
"неё" 0 0 0 0 0.0387296669248644 0.0434782608695652
"некоторую" 0 0 0 0.0401767778224186 0.0387296669248644 0
"некоторые" 0 0 0 0.0401767778224186 0 0.0434782608695652
"некоторым" 0 0.0499001996007984 0.0423908435777872 0 0 0
"некоторых" 0 0.0499001996007984 0 0 0 0.0434782608695652
"нельзя" 0.0447427293064877 0 0.0423908435777872 0 0 0
"немногословного" 0 0 0.0847816871555744 0 0 0
"немоногамные" 0.0894854586129754 0 0 0 0 0
"необязательный" 0 0 0.0423908435777872 0 0.0387296669248644 0
"неплохо" 0 0.0499001996007984 0 0 0.0387296669248644 0
"неравнодушного" 0 0.0499001996007984 0 0 0 0.0434782608695652
"нечаянно" 0 0 0.0847816871555744 0 0 0
"никак" 0 0 0 0.0803535556448373 0 0
"никогда" 0 0 0 0 0.0774593338497289 0
"никто" 0.0447427293064877 0.0499001996007984 0 0 0 0
"ними" 0.0447427293064877 0 0 0.0401767778224186 0 0
"новой" 0 0.0499001996007984 0 0.0401767778224186 0 0
"новым" 0 0 0 0 0 0.0869565217391304
"норвежцев" 0.0894854586129754 0 0 0 0 0
"нурулин" 0 0 0 0 0 0.0869565217391304
"обличать" 0 0.0998003992015968 0 0 0 0
"обоих" 0.0447427293064877 0 0 0 0 0.0434782608695652
"обошлось" 0 0 0 0.0803535556448373 0 0
"образе" 0 0 0.0423908435777872 0.0401767778224186 0 0
"обходится" 0 0.0998003992015968 0 0 0 0
"общаться" 0.0447427293064877 0 0 0 0.0387296669248644 0
"обычно" 0.0447427293064877 0.0499001996007984 0 0 0 0
"обязательно" 0 0 0.0423908435777872 0 0 0.0434782608695652
"одиночки" 0 0 0 0 0.0774593338497289 0
"одиссее" 0 0 0 0.0803535556448373 0 0
"однажды" 0 0.0499001996007984 0.0423908435777872 0 0 0
"одном" 0 0 0.0847816871555744 0 0 0
"ожидать" 0.0894854586129754 0 0 0 0 0
"окажется" 0 0.0499001996007984 0 0 0 0.0434782608695652
"оказываются" 0.0447427293064877 0 0 0 0 0.0434782608695652
"око" 0 0 0 0 0 0.0869565217391304
"окружение" 0 0 0 0 0.0774593338497289 0
"опасения" 0.0447427293064877 0 0.0423908435777872 0 0 0
"оператор" 0.0447427293064877 0.0499001996007984 0 0 0 0
"опытный" 0 0 0 0 0 0.0869565217391304
"опять" 0 0 0.0423908435777872 0.0401767778224186 0 0
"основанная" 0 0 0 0.0803535556448373 0 0
"основной" 0 0 0 0 0.0387296669248644 0.0434782608695652
"особенного" 0.0447427293064877 0 0 0 0.0387296669248644 0
"оставляя" 0 0 0 0.0803535556448373 0 0
"остается" 0 0 0.0423908435777872 0 0 0.0434782608695652
"осталось" 0 0 0.0423908435777872 0 0.0387296669248644 0
"остальное" 0 0 0 0.0401767778224186 0.0387296669248644 0
"остальные" 0.0894854586129754 0 0 0 0 0
"остальных" 0.0447427293064877 0.0499001996007984 0 0 0 0
"острее" 0 0.0499001996007984 0 0 0.0387296669248644 0
"острове" 0 0 0 0.0401767778224186 0.0387296669248644 0
"островов" 0 0 0 0 0 0.0869565217391304
"отец" 0 0 0 0 0.0387296669248644 0.0434782608695652
"отечественного" 0 0.0499001996007984 0 0 0 0.0434782608695652
"отказывается" 0 0.0499001996007984 0 0 0.0387296669248644 0
"отказывают" 0.0447427293064877 0 0 0 0.0387296669248644 0
"открыть" 0.0447427293064877 0 0.0423908435777872 0 0 0
"отличается" 0.0447427293064877 0 0 0 0.0387296669248644 0
"отличают" 0.0447427293064877 0 0 0 0.0387296669248644 0
"отметим" 0 0 0 0 0.0387296669248644 0.0434782608695652
"относятся" 0.0447427293064877 0.0499001996007984 0 0 0 0
"отношение" 0 0.0499001996007984 0 0.0401767778224186 0 0
"отношениях" 0.0447427293064877 0 0 0.0401767778224186 0 0
"отнюдь" 0.0447427293064877 0 0.0423908435777872 0 0 0
"отрефлексировать" 0 0 0 0.0401767778224186 0.0387296669248644 0
"отряда" 0 0 0.0847816871555744 0 0 0
"отсутствие" 0 0 0.0847816871555744 0 0 0
"отцов" 0 0 0.0423908435777872 0 0.0387296669248644 0
"отцу" 0 0.0499001996007984 0 0.0401767778224186 0 0
"очередная" 0 0 0.0423908435777872 0.0401767778224186 0 0
"пак" 0 0 0 0 0 0.0869565217391304
"пандемию" 0.0447427293064877 0 0 0 0 0.0434782608695652
"паразитов" 0 0 0 0 0 0.0869565217391304
"параллельно" 0.0447427293064877 0 0 0 0.0387296669248644 0
"паре" 0 0.0499001996007984 0 0 0 0.0434782608695652
"партнерша" 0.0447427293064877 0 0 0.0401767778224186 0 0
"патриархате" 0.0447427293064877 0 0 0.0401767778224186 0 0
"патрика" 0.0447427293064877 0.0499001996007984 0 0 0 0
"пациентами" 0 0.0998003992015968 0 0 0 0
"пелагею" 0.0894854586129754 0 0 0 0 0
"первое" 0 0.0499001996007984 0 0 0.0387296669248644 0
"пересмотрят" 0 0 0 0.0803535556448373 0 0
"перестали" 0.0447427293064877 0.0499001996007984 0 0 0 0
"перестарались" 0.0894854586129754 0 0 0 0 0
"персонажи" 0.0447427293064877 0 0 0 0 0.0434782608695652
"персоналом" 0 0.0499001996007984 0 0.0401767778224186 0 0
"песен" 0 0 0 0 0.0774593338497289 0
"пещеры" 0 0 0 0.0803535556448373 0 0
"пиджак" 0.0447427293064877 0 0 0.0401767778224186 0 0
"писал" 0 0 0.0423908435777872 0 0.0387296669248644 0
"писателя" 0 0 0 0.0401767778224186 0.0387296669248644 0
"план" 0 0.0499001996007984 0 0 0 0.0434782608695652
"плана" 0 0 0 0.0401767778224186 0.0387296669248644 0
"планете" 0 0 0.0847816871555744 0 0 0
"планету" 0 0.0499001996007984 0 0 0.0387296669248644 0
"планов" 0 0 0 0.0401767778224186 0.0387296669248644 0
"плохих" 0 0 0 0 0.0387296669248644 0.0434782608695652
"повстанцев" 0 0 0.0847816871555744 0 0 0
"поговорить" 0 0 0 0.0401767778224186 0 0.0434782608695652
"поделились" 0.0447427293064877 0.0499001996007984 0 0 0 0
"подобные" 0 0 0 0 0 0.0869565217391304
"подразумевается" 0.0447427293064877 0.0499001996007984 0 0 0 0
"подробно" 0 0.0499001996007984 0 0 0.0387296669248644 0
"подхода" 0 0.0499001996007984 0 0 0 0.0434782608695652
"поисками" 0 0.0499001996007984 0 0.0401767778224186 0 0
"показать" 0.0447427293064877 0 0 0.0401767778224186 0 0
"показывает" 0 0 0.0423908435777872 0 0.0387296669248644 0
"поклонники" 0 0 0 0 0.0774593338497289 0
"поклонников" 0 0 0 0 0.0387296669248644 0.0434782608695652
"поколения" 0 0 0 0.0401767778224186 0 0.0434782608695652
"полиамор" 0.0894854586129754 0 0 0 0 0
"полного" 0 0.0499001996007984 0 0 0.0387296669248644 0
"положение" 0 0 0.0423908435777872 0 0 0.0434782608695652
"получилось" 0 0 0.0423908435777872 0 0.0387296669248644 0
"пользу" 0 0 0.0847816871555744 0 0 0
"помощью" 0 0 0 0 0.0774593338497289 0
"понравиться" 0 0 0 0 0.0774593338497289 0
"попали" 0 0 0 0.0401767778224186 0.0387296669248644 0
"попытка" 0.0447427293064877 0 0 0 0.0387296669248644 0
"попыток" 0 0.0499001996007984 0.0423908435777872 0 0 0
"последнее" 0.0447427293064877 0 0 0 0 0.0434782608695652
"последней" 0.0447427293064877 0 0 0 0.0387296669248644 0
"последнем" 0 0.0499001996007984 0 0 0 0.0434782608695652
"последних" 0 0.0998003992015968 0 0 0 0
"последнюю" 0 0.0499001996007984 0.0423908435777872 0 0 0
"последствиями" 0 0.0998003992015968 0 0 0 0
"посмотреть" 0.0447427293064877 0 0 0.0401767778224186 0 0
"посох" 0 0 0.0847816871555744 0 0 0
"пост" 0 0.0499001996007984 0 0 0 0.0434782608695652
"поставлены" 0 0 0 0 0.0774593338497289 0
"постановщик" 0 0 0 0 0 0.0869565217391304
"постапокалиптической" 0 0.0998003992015968 0 0 0 0
"построить" 0.0894854586129754 0 0 0 0 0
"потеряться" 0 0.0499001996007984 0 0 0.0387296669248644 0
"правду" 0.0447427293064877 0 0 0.0401767778224186 0 0
"правильно" 0 0.0499001996007984 0 0 0.0387296669248644 0
"правительства" 0 0 0.0847816871555744 0 0 0
"правительство" 0 0 0.0423908435777872 0 0 0.0434782608695652
"право" 0.0894854586129754 0 0 0 0 0
"превратились" 0.0447427293064877 0 0 0.0401767778224186 0 0
"превратился" 0 0 0.0423908435777872 0.0401767778224186 0 0
"превратить" 0 0 0 0 0 0.0869565217391304
"превращаются" 0.0894854586129754 0 0 0 0 0
"предотвратить" 0 0.0499001996007984 0 0 0.0387296669248644 0
"предпочитает" 0.0447427293064877 0.0499001996007984 0 0 0 0
"представлениями" 0.0447427293064877 0 0 0.0401767778224186 0 0
"представлены" 0 0 0 0 0 0.0869565217391304
"представляет" 0 0 0.0423908435777872 0 0.0387296669248644 0
"предыдущих" 0 0 0.0847816871555744 0 0 0
"преимущественно" 0.0894854586129754 0 0 0 0 0
"прелесть" 0 0.0499001996007984 0.0423908435777872 0 0 0
"прерывается" 0 0 0 0.0401767778224186 0 0.0434782608695652
"преследование" 0 0 0 0 0 0.0869565217391304
"прессе" 0.0447427293064877 0 0.0423908435777872 0 0 0
"привлекает" 0 0 0.0423908435777872 0.0401767778224186 0 0
"привыкли" 0.0447427293064877 0.0499001996007984 0 0 0 0
"привычных" 0 0.0499001996007984 0 0.0401767778224186 0 0
"приезжает" 0 0 0 0 0.0387296669248644 0.0434782608695652
"призраки" 0 0 0 0.0401767778224186 0.0387296669248644 0
"принимает" 0 0.0499001996007984 0 0.0401767778224186 0 0
"приятной" 0 0 0 0 0.0774593338497289 0
"проблемы" 0 0 0.0423908435777872 0 0.0387296669248644 0
"провинциального" 0.0894854586129754 0 0 0 0 0
"продуктивно" 0 0 0 0 0.0387296669248644 0.0434782608695652
"произведения" 0 0.0499001996007984 0 0 0.0387296669248644 0
"пронзительных" 0 0.0499001996007984 0 0 0 0.0434782608695652
"просмотру" 0 0 0.0423908435777872 0 0.0387296669248644 0
"простой" 0 0 0.0423908435777872 0 0 0.0434782608695652
"пространство" 0 0 0.0423908435777872 0 0 0.0434782608695652
"протяжении" 0 0 0.0423908435777872 0.0401767778224186 0 0
"профессия" 0.0447427293064877 0 0 0 0.0387296669248644 0
"проходит" 0 0 0 0 0 0.0869565217391304
"прошедших" 0 0 0.0847816871555744 0 0 0
"проявить" 0 0.0998003992015968 0 0 0 0
"прямом" 0 0 0 0 0 0.0869565217391304
"пытаются" 0 0 0.0423908435777872 0 0 0.0434782608695652
"пытки" 0 0 0 0 0 0.0869565217391304
"пять" 0 0 0.0847816871555744 0 0 0
"работа" 0 0 0 0.0803535556448373 0 0
"работал" 0 0 0 0.0803535556448373 0 0
"работе" 0 0 0.0423908435777872 0 0.0387296669248644 0
"работой" 0 0.0499001996007984 0.0423908435777872 0 0 0
"радикально" 0.0447427293064877 0 0 0 0.0387296669248644 0
"радость" 0.0447427293064877 0.0499001996007984 0 0 0 0
"развить" 0.0447427293064877 0 0 0 0 0.0434782608695652
"развязка" 0 0 0 0 0.0774593338497289 0
"разговоры" 0 0 0 0.0803535556448373 0 0
"райан" 0 0 0 0 0.0774593338497289 0
"ранчо" 0 0 0 0 0.0774593338497289 0
"раскрывается" 0 0 0 0 0 0.0869565217391304
"раскрытие" 0 0 0 0.0803535556448373 0 0
"революционеры" 0 0 0.0847816871555744 0 0 0
"режиссёра" 0 0 0 0 0.0774593338497289 0
"режиссуру" 0 0.0499001996007984 0 0.0401767778224186 0 0
"реклама" 0.0447427293064877 0.0499001996007984 0 0 0 0
"религиозные" 0 0 0 0 0 0.0869565217391304
"ремейк" 0.0447427293064877 0 0 0 0.0387296669248644 0
"рене" 0 0 0 0.0803535556448373 0 0
"решение" 0 0 0 0 0.0387296669248644 0.0434782608695652
"решив" 0 0.0499001996007984 0.0423908435777872 0 0 0
"рик" 0 0 0 0.0803535556448373 0 0
"родителей" 0 0 0 0 0.0387296669248644 0.0434782608695652
"родители" 0 0 0 0.0401767778224186 0 0.0434782608695652
"родной" 0 0 0.0847816871555744 0 0 0
"рождения" 0 0 0 0.0803535556448373 0 0
"рокки" 0 0 0 0 0.0774593338497289 0
"романах" 0 0 0 0.0803535556448373 0 0
"романе" 0 0 0 0.0401767778224186 0.0387296669248644 0
"романы" 0 0 0 0.0401767778224186 0.0387296669248644 0
"ромером" 0 0 0 0.0803535556448373 0 0
"рон" 0 0 0 0.0803535556448373 0 0
"российская" 0.0447427293064877 0.0499001996007984 0 0 0 0
"российский" 0.0894854586129754 0 0 0 0 0
"российских" 0.0894854586129754 0 0 0 0 0
"российского" 0.0894854586129754 0 0 0 0 0
"россия" 0 0.0499001996007984 0 0 0 0.0434782608695652
"ротом" 0 0 0 0.0803535556448373 0 0
"руки" 0 0.0499001996007984 0.0423908435777872 0 0 0
"рэй" 0 0 0 0 0 0.0869565217391304
"саги" 0 0 0.0847816871555744 0 0 0
"салех" 0 0 0 0 0 0.0869565217391304
"самую" 0 0.0499001996007984 0 0 0.0387296669248644 0
"самыми" 0 0 0.0423908435777872 0 0 0.0434782608695652
"сатиру" 0.0447427293064877 0 0 0.0401767778224186 0 0
"сатиры" 0.0447427293064877 0 0 0.0401767778224186 0 0
"саундтреком" 0 0 0 0 0.0774593338497289 0
"свадьбы" 0 0 0 0 0 0.0869565217391304
"сверхспособностями" 0 0 0 0 0.0774593338497289 0
"свести" 0.0447427293064877 0 0 0 0.0387296669248644 0
"света" 0.0447427293064877 0.0499001996007984 0 0 0 0
"светланы" 0.0894854586129754 0 0 0 0 0
"связана" 0 0 0.0423908435777872 0.0401767778224186 0 0
"связывают" 0 0.0499001996007984 0 0.0401767778224186 0 0
"святой" 0.0447427293064877 0 0 0.0401767778224186 0 0
"сделал" 0 0 0.0423908435777872 0.0401767778224186 0 0
"сделан" 0.0447427293064877 0 0 0.0401767778224186 0 0
"сделаны" 0.0447427293064877 0 0.0423908435777872 0 0 0
"сейчас" 0 0 0 0 0.0387296669248644 0.0434782608695652
"сексу" 0.0894854586129754 0 0 0 0 0
"сексуальности" 0.0447427293064877 0 0 0.0401767778224186 0 0
"сергея" 0.0447427293064877 0.0499001996007984 0 0 0 0
"сериального" 0 0.0998003992015968 0 0 0 0
"серий" 0 0.0499001996007984 0.0423908435777872 0 0 0
"серьезно" 0.0447427293064877 0.0499001996007984 0 0 0 0
"сестер" 0 0 0.0847816871555744 0 0 0
"система" 0 0.0499001996007984 0 0 0.0387296669248644 0
"склеек" 0 0.0499001996007984 0 0.0401767778224186 0 0
"скотт" 0 0 0.0847816871555744 0 0 0
"скотта" 0 0 0.0847816871555744 0 0 0
"скуку" 0 0 0.0847816871555744 0 0 0
"следующие" 0 0 0.0423908435777872 0 0 0.0434782608695652
"следующий" 0 0 0.0423908435777872 0 0 0.0434782608695652
"слов" 0.0447427293064877 0 0 0 0 0.0434782608695652
"слова" 0 0 0 0.0803535556448373 0 0
"слово" 0 0 0 0.0401767778224186 0.0387296669248644 0
"сложно" 0 0.0499001996007984 0 0 0.0387296669248644 0
"случайно" 0 0 0 0 0.0387296669248644 0.0434782608695652
"смертельного" 0 0.0499001996007984 0 0 0 0.0434782608695652
"смерть" 0 0 0.0423908435777872 0 0 0.0434782608695652
"смех" 0.0447427293064877 0 0 0.0401767778224186 0 0
"сми" 0 0 0 0.0803535556448373 0 0
"смог" 0 0 0.0423908435777872 0 0.0387296669248644 0
"смогли" 0.0894854586129754 0 0 0 0 0
"смысла" 0.0447427293064877 0 0.0423908435777872 0 0 0
"сначала" 0.0447427293064877 0 0 0 0.0387296669248644 0
"снимает" 0.0447427293064877 0 0 0.0401767778224186 0 0
"сняла" 0 0 0.0423908435777872 0 0 0.0434782608695652
"снят" 0 0 0 0.0401767778224186 0.0387296669248644 0
"снятый" 0 0 0 0 0.0387296669248644 0.0434782608695652
"соавторстве" 0 0 0 0.0401767778224186 0 0.0434782608695652
"собирает" 0 0 0.0423908435777872 0 0.0387296669248644 0
"собственную" 0.0447427293064877 0 0 0.0401767778224186 0 0
"событиях" 0 0 0 0.0803535556448373 0 0
"совершает" 0 0 0 0 0.0387296669248644 0.0434782608695652
"советского" 0 0.0998003992015968 0 0 0 0
"совместительству" 0 0.0499001996007984 0 0 0.0387296669248644 0
"современные" 0.0447427293064877 0 0 0 0.0387296669248644 0
"создает" 0 0.0499001996007984 0 0 0.0387296669248644 0
"создаётся" 0 0 0 0 0.0774593338497289 0
"создал" 0 0 0 0 0.0774593338497289 0
"создатели" 0 0 0 0 0.0774593338497289 0
"создать" 0 0 0 0 0.0387296669248644 0.0434782608695652
"солидный" 0 0 0 0 0.0774593338497289 0
"соммервиля" 0 0.0998003992015968 0 0 0 0
"сон" 0 0 0 0 0 0.0869565217391304
"состояла" 0 0 0.0847816871555744 0 0 0
"софткор" 0.0894854586129754 0 0 0 0 0
"социальной" 0 0 0 0.0803535556448373 0 0
"социальные" 0.0447427293064877 0 0 0 0.0387296669248644 0
"союза" 0 0.0499001996007984 0 0.0401767778224186 0 0
"спасают" 0 0 0 0 0.0774593338497289 0
"спасение" 0 0 0 0.0803535556448373 0 0
"спасению" 0 0 0.0423908435777872 0.0401767778224186 0 0
"спасения" 0 0 0 0.0803535556448373 0 0
"спорте" 0.0447427293064877 0 0 0 0.0387296669248644 0
"спортивной" 0.0447427293064877 0 0 0 0.0387296669248644 0
"срез" 0 0 0 0.0803535556448373 0 0
"ставит" 0.0447427293064877 0 0.0423908435777872 0 0 0
"сталкиваются" 0 0 0 0.0401767778224186 0 0.0434782608695652
"становятся" 0 0 0 0.0401767778224186 0 0.0434782608695652
"стеклов" 0 0 0 0 0 0.0869565217391304
